center,left,right,steering_angle,accelerator,brake,speed
D:\self driving car\IMG\center_2024_01_28_12_21_58_277.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_277.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_277.jpg,0,1,0,30.19033
D:\self driving car\IMG\center_2024_01_28_12_21_58_349.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_349.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_349.jpg,0.1,1,0,30.1875
D:\self driving car\IMG\center_2024_01_28_12_21_58_422.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_422.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_422.jpg,0,1,0,30.19112
D:\self driving car\IMG\center_2024_01_28_12_21_58_494.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_494.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_494.jpg,0,1,0,30.19008
D:\self driving car\IMG\center_2024_01_28_12_21_58_565.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_565.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_565.jpg,-0.05,1,0,30.18935
D:\self driving car\IMG\center_2024_01_28_12_21_58_635.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_635.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_635.jpg,-0.2,1,0,30.1788
D:\self driving car\IMG\center_2024_01_28_12_21_58_704.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_704.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_704.jpg,0,1,0,30.18912
D:\self driving car\IMG\center_2024_01_28_12_21_58_772.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_772.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_772.jpg,0,1,0,30.19019
D:\self driving car\IMG\center_2024_01_28_12_21_58_840.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_840.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_840.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_21_58_910.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_910.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_910.jpg,0,1,0,30.1901
D:\self driving car\IMG\center_2024_01_28_12_21_58_979.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_58_979.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_58_979.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_21_59_045.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_045.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_045.jpg,0,1,0,30.19033
D:\self driving car\IMG\center_2024_01_28_12_21_59_113.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_113.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_113.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_21_59_184.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_184.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_184.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_21_59_257.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_257.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_257.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_21_59_327.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_327.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_327.jpg,-0.15,1,0,30.18427
D:\self driving car\IMG\center_2024_01_28_12_21_59_399.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_399.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_399.jpg,0,1,0,30.18971
D:\self driving car\IMG\center_2024_01_28_12_21_59_468.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_468.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_468.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_21_59_539.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_539.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_539.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_21_59_607.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_607.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_607.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_21_59_674.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_674.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_674.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_21_59_748.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_748.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_748.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_21_59_817.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_817.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_817.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_21_59_888.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_888.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_888.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_21_59_956.jpg,D:\self driving car\IMG\left_2024_01_28_12_21_59_956.jpg,D:\self driving car\IMG\right_2024_01_28_12_21_59_956.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_22_00_027.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_027.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_027.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_22_00_096.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_096.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_096.jpg,0,1,0,30.19033
D:\self driving car\IMG\center_2024_01_28_12_22_00_168.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_168.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_168.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_22_00_236.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_236.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_236.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_22_00_303.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_303.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_303.jpg,-0.1,1,0,30.18766
D:\self driving car\IMG\center_2024_01_28_12_22_00_373.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_373.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_373.jpg,-0.25,1,0,30.17477
D:\self driving car\IMG\center_2024_01_28_12_22_00_442.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_442.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_442.jpg,0,1,0,30.19004
D:\self driving car\IMG\center_2024_01_28_12_22_00_513.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_513.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_513.jpg,0,1,0,30.18954
D:\self driving car\IMG\center_2024_01_28_12_22_00_585.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_585.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_585.jpg,0,1,0,30.19016
D:\self driving car\IMG\center_2024_01_28_12_22_00_652.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_652.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_652.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_22_00_720.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_720.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_720.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_22_00_789.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_789.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_789.jpg,-0.05,1,0,30.18984
D:\self driving car\IMG\center_2024_01_28_12_22_00_860.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_860.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_860.jpg,-0.25,1,0,30.1752
D:\self driving car\IMG\center_2024_01_28_12_22_00_929.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_929.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_929.jpg,0,1,0,30.18319
D:\self driving car\IMG\center_2024_01_28_12_22_00_997.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_00_997.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_00_997.jpg,0,1,0,30.18954
D:\self driving car\IMG\center_2024_01_28_12_22_01_067.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_067.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_067.jpg,0,1,0,30.19012
D:\self driving car\IMG\center_2024_01_28_12_22_01_133.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_133.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_133.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_22_01_200.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_200.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_200.jpg,0,1,0,30.19035
D:\self driving car\IMG\center_2024_01_28_12_22_01_268.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_268.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_268.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_22_01_338.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_338.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_338.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_22_01_405.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_405.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_405.jpg,0,1,0,30.19027
D:\self driving car\IMG\center_2024_01_28_12_22_01_472.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_472.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_472.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_22_01_540.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_540.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_540.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_22_01_609.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_609.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_609.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_22_01_677.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_677.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_677.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_22_01_745.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_745.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_745.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_22_01_813.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_813.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_813.jpg,0,1,0,30.19031
D:\self driving car\IMG\center_2024_01_28_12_22_01_884.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_884.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_884.jpg,-0.2,1,0,30.17979
D:\self driving car\IMG\center_2024_01_28_12_22_01_957.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_01_957.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_01_957.jpg,0,1,0,30.18935
D:\self driving car\IMG\center_2024_01_28_12_22_02_025.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_025.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_025.jpg,0,1,0,30.19017
D:\self driving car\IMG\center_2024_01_28_12_22_02_092.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_092.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_092.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_22_02_161.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_161.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_161.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_22_02_229.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_229.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_229.jpg,0,1,0,30.19029
D:\self driving car\IMG\center_2024_01_28_12_22_02_301.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_301.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_301.jpg,-0.1,1,0,30.18786
D:\self driving car\IMG\center_2024_01_28_12_22_02_371.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_371.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_371.jpg,-0.25,1,0,30.17502
D:\self driving car\IMG\center_2024_01_28_12_22_02_439.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_439.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_439.jpg,0,1,0,30.19016
D:\self driving car\IMG\center_2024_01_28_12_22_02_510.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_510.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_510.jpg,0,1,0,30.19017
D:\self driving car\IMG\center_2024_01_28_12_22_02_580.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_580.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_580.jpg,0,1,0,30.1903
D:\self driving car\IMG\center_2024_01_28_12_22_02_652.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_652.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_652.jpg,-0.05,1,0,30.18985
D:\self driving car\IMG\center_2024_01_28_12_22_02_722.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_722.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_722.jpg,0,1,0,30.18747
D:\self driving car\IMG\center_2024_01_28_12_22_02_794.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_794.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_794.jpg,0,1,0,30.19026
D:\self driving car\IMG\center_2024_01_28_12_22_02_865.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_865.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_865.jpg,-0.1,1,0,30.18858
D:\self driving car\IMG\center_2024_01_28_12_22_02_938.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_02_938.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_02_938.jpg,0,1,0,30.1906
D:\self driving car\IMG\center_2024_01_28_12_22_03_004.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_004.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_004.jpg,0,1,0,30.19012
D:\self driving car\IMG\center_2024_01_28_12_22_03_073.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_073.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_073.jpg,-0.1,1,0,30.18868
D:\self driving car\IMG\center_2024_01_28_12_22_03_142.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_142.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_142.jpg,0,1,0,30.19006
D:\self driving car\IMG\center_2024_01_28_12_22_03_213.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_213.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_213.jpg,0,1,0,30.19028
D:\self driving car\IMG\center_2024_01_28_12_22_03_283.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_283.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_283.jpg,0.15,1,0,30.18339
D:\self driving car\IMG\center_2024_01_28_12_22_03_357.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_357.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_357.jpg,0,1,0,30.18961
D:\self driving car\IMG\center_2024_01_28_12_22_03_427.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_427.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_427.jpg,0,1,0,30.19024
D:\self driving car\IMG\center_2024_01_28_12_22_03_499.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_499.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_499.jpg,0,1,0,30.19025
D:\self driving car\IMG\center_2024_01_28_12_22_03_568.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_568.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_568.jpg,0,1,0,30.19032
D:\self driving car\IMG\center_2024_01_28_12_22_03_641.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_641.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_641.jpg,-0.1,1,0,30.07586
D:\self driving car\IMG\center_2024_01_28_12_22_03_712.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_712.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_712.jpg,-0.25,1,0,30.26162
D:\self driving car\IMG\center_2024_01_28_12_22_03_784.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_784.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_784.jpg,0,1,0,30.20062
D:\self driving car\IMG\center_2024_01_28_12_22_03_853.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_853.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_853.jpg,0,1,0,30.18715
D:\self driving car\IMG\center_2024_01_28_12_22_03_925.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_925.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_925.jpg,0,1,0,30.29832
D:\self driving car\IMG\center_2024_01_28_12_22_03_996.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_03_996.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_03_996.jpg,0,1,0,30.18851
D:\self driving car\IMG\center_2024_01_28_12_22_04_065.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_065.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_065.jpg,0,1,0,30.18886
D:\self driving car\IMG\center_2024_01_28_12_22_04_136.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_136.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_136.jpg,0,1,0,30.18996
D:\self driving car\IMG\center_2024_01_28_12_22_04_209.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_209.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_209.jpg,0,1,0,30.1901
D:\self driving car\IMG\center_2024_01_28_12_22_04_278.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_278.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_278.jpg,0,1,0,30.19004
D:\self driving car\IMG\center_2024_01_28_12_22_04_347.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_347.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_347.jpg,0,1,0,30.19
D:\self driving car\IMG\center_2024_01_28_12_22_04_416.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_416.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_416.jpg,0.15,1,0,30.18379
D:\self driving car\IMG\center_2024_01_28_12_22_04_485.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_485.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_485.jpg,0,1,0,30.19073
D:\self driving car\IMG\center_2024_01_28_12_22_04_556.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_556.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_556.jpg,0,1,0,30.18984
D:\self driving car\IMG\center_2024_01_28_12_22_04_629.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_629.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_629.jpg,0,1,0,30.18989
D:\self driving car\IMG\center_2024_01_28_12_22_04_698.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_698.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_698.jpg,0,1,0,30.1899
D:\self driving car\IMG\center_2024_01_28_12_22_04_770.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_770.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_770.jpg,0,1,0,30.18991
D:\self driving car\IMG\center_2024_01_28_12_22_04_840.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_840.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_840.jpg,0,1,0,30.18988
D:\self driving car\IMG\center_2024_01_28_12_22_04_908.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_908.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_908.jpg,0,1,0,30.18991
D:\self driving car\IMG\center_2024_01_28_12_22_04_981.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_04_981.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_04_981.jpg,0,1,0,30.18989
D:\self driving car\IMG\center_2024_01_28_12_22_05_051.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_051.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_051.jpg,0,1,0,30.1899
D:\self driving car\IMG\center_2024_01_28_12_22_05_119.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_119.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_119.jpg,-0.15,1,0,30.18394
D:\self driving car\IMG\center_2024_01_28_12_22_05_189.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_189.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_189.jpg,0,1,0,30.19061
D:\self driving car\IMG\center_2024_01_28_12_22_05_258.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_258.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_258.jpg,0,1,0,30.18986
D:\self driving car\IMG\center_2024_01_28_12_22_05_330.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_330.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_330.jpg,0,1,0,30.1899
D:\self driving car\IMG\center_2024_01_28_12_22_05_400.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_400.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_400.jpg,0,1,0,30.18992
D:\self driving car\IMG\center_2024_01_28_12_22_05_471.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_471.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_471.jpg,0,1,0,30.18992
D:\self driving car\IMG\center_2024_01_28_12_22_05_545.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_545.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_545.jpg,0,1,0,30.18995
D:\self driving car\IMG\center_2024_01_28_12_22_05_617.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_617.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_617.jpg,0,1,0,30.18992
D:\self driving car\IMG\center_2024_01_28_12_22_05_687.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_687.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_687.jpg,0,1,0,30.18995
D:\self driving car\IMG\center_2024_01_28_12_22_05_759.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_759.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_759.jpg,0,1,0,30.18992
D:\self driving car\IMG\center_2024_01_28_12_22_05_829.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_829.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_829.jpg,0,1,0,30.18997
D:\self driving car\IMG\center_2024_01_28_12_22_05_902.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_902.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_902.jpg,0,1,0,30.18995
D:\self driving car\IMG\center_2024_01_28_12_22_05_973.jpg,D:\self driving car\IMG\left_2024_01_28_12_22_05_973.jpg,D:\self driving car\IMG\right_2024_01_28_12_22_05_973.jpg,0,1,0,30.18993
